variant,solved_to_time,rod_surface_speed_mean,rod_surface_speed_min,rod_surface_speed_max,rod_surface_speed_std,rod_height_slice_mean_speed,rod_height_slice_uniformity_cv,fan_inflow_m3s,outlet_outflow_m3s,mass_balance_error_pct,internal_gauge_pressure_pa_mean,internal_gauge_pressure_pa_max
side_mount,500.0,0.71524113,0.09599753,2.6929395,0.4584119,0.7719378,0.8862279,-0.014305277854124531,0.011895149908194461,16.84782337335151,15.94473,24.587215
side_aligned,500.0,0.5108878,0.080116294,1.8100106,0.28427702,0.52030325,0.8898825,-0.014304029419915492,0.01218767239490955,14.795530426268138,16.142197,24.47774
