variant,solved_to_time,rod_surface_speed_mean,rod_surface_speed_min,rod_surface_speed_max,rod_surface_speed_std,rod_height_slice_mean_speed,rod_height_slice_uniformity_cv,fan_inflow_m3s,outlet_outflow_m3s,mass_balance_error_pct,internal_gauge_pressure_pa_mean,internal_gauge_pressure_pa_max
rods_lengthwise,500.0,0.68501663,0.03553238,2.368825,0.537525,0.44515863,0.82068175,-0.014245304332826895,0.011578494646423111,18.72062276871393,13.858487,20.584908
long_vents_lengthwise,500.0,1.0093954,0.0462638,2.9884474,0.60110146,0.73564214,0.7043707,-0.014245304332826895,0.012225943472772102,14.175624562834892,17.727917,25.480341
